CustomerID,actual_churn,predicted_churn,churn_probability,prediction_correct
53937,1,1,0.8707847756012894,True
53671,1,1,0.8707847756012894,True
50959,1,1,0.8628212299693989,True
52123,1,1,0.8628212299693989,True
50474,1,1,0.831705150976909,True
54630,1,1,0.831705150976909,True
50988,1,1,0.831705150976909,True
51582,1,1,0.831705150976909,True
50933,1,1,0.831705150976909,True
50112,1,1,0.831705150976909,True
54750,1,1,0.7897341440681728,True
54775,1,1,0.7897341440681728,True
51318,1,1,0.7897341440681728,True
54957,1,1,0.7897341440681728,True
55271,1,1,0.7897341440681728,True
54923,1,1,0.7897341440681728,True
52788,1,1,0.7897341440681728,True
54806,1,1,0.7897341440681728,True
51348,1,1,0.7294087103264751,True
50261,1,1,0.7294087103264751,True
51473,1,1,0.7294087103264751,True
51278,0,1,0.7294087103264751,False
50008,1,1,0.7294087103264751,True
52748,0,1,0.7294087103264751,False
52440,0,1,0.7249504088248099,False
52159,1,1,0.7249504088248099,True
52721,1,1,0.6640666548484307,True
52098,1,1,0.6441450539612522,True
54913,1,1,0.6441450539612522,True
55200,1,1,0.6441450539612522,True
51728,1,1,0.6441450539612522,True
53797,1,1,0.6441450539612522,True
52950,1,1,0.6441450539612522,True
53527,1,1,0.6441450539612522,True
54893,1,1,0.6441450539612522,True
51984,0,1,0.6441450539612522,False
54203,1,1,0.6441450539612522,True
52126,1,1,0.6441450539612522,True
54378,1,1,0.6441450539612522,True
54953,1,1,0.6441450539612522,True
50258,1,1,0.6441450539612522,True
52006,1,1,0.606973880355175,True
51346,1,1,0.606973880355175,True
50536,1,1,0.606973880355175,True
50888,1,1,0.6032691843143569,True
52174,1,1,0.6032691843143569,True
55107,1,1,0.5784050685031621,True
55622,1,1,0.5784050685031621,True
54962,1,1,0.5784050685031621,True
50582,1,1,0.5784050685031621,True
51673,1,1,0.5784050685031621,True
53397,1,1,0.5784050685031621,True
52052,1,1,0.5784050685031621,True
55018,1,1,0.5784050685031621,True
52977,1,1,0.5784050685031621,True
54940,1,1,0.5784050685031621,True
54756,1,1,0.5784050685031621,True
52827,1,1,0.5784050685031621,True
52184,1,1,0.5784050685031621,True
55332,1,1,0.5784050685031621,True
50655,1,1,0.5784050685031621,True
53666,1,1,0.5784050685031621,True
52550,1,1,0.5784050685031621,True
52835,1,1,0.5784050685031621,True
52015,1,1,0.5784050685031621,True
54365,1,1,0.5784050685031621,True
50162,1,1,0.5784050685031621,True
50444,1,1,0.5784050685031621,True
53259,1,1,0.5784050685031621,True
52203,1,1,0.5784050685031621,True
50244,1,1,0.5784050685031621,True
51388,1,1,0.5458873056994822,True
51214,1,1,0.46067356511656493,True
54366,1,1,0.46067356511656493,True
50298,1,1,0.46067356511656493,True
55499,1,1,0.46067356511656493,True
52009,1,1,0.46067356511656493,True
51768,1,1,0.46067356511656493,True
51730,0,1,0.28607066490174127,False
50260,0,1,0.28607066490174127,False
50011,1,1,0.28607066490174127,True
52826,1,1,0.28607066490174127,True
50193,1,1,0.28607066490174127,True
53008,1,1,0.28607066490174127,True
52679,1,1,0.2645203473166654,True
52457,1,1,0.2645203473166654,True
50251,0,1,0.2645203473166654,False
55272,1,1,0.2645203473166654,True
53619,1,1,0.2645203473166654,True
54250,1,1,0.2645203473166654,True
55273,1,1,0.1007364584453815,True
51328,1,1,0.1007364584453815,True
55244,1,1,0.1007364584453815,True
51649,0,1,0.1007364584453815,False
50179,0,1,0.1007364584453815,False
52644,1,1,0.1007364584453815,True
50576,1,1,0.1007364584453815,True
53933,0,1,0.1007364584453815,False
54206,1,1,0.1007364584453815,True
54910,1,1,0.1007364584453815,True
52569,1,1,0.1007364584453815,True
53299,1,1,0.1007364584453815,True
53631,1,1,0.1007364584453815,True
50484,1,1,0.1007364584453815,True
50093,1,1,0.06260235970453558,True
